Channel 0 Raw Value,Channel 0 Converted Value,Channel 1 Raw Value,Channel 1 Converted Value,Channel 2 Raw Value,Channel 2 Converted Value
297,71.0
297,71.0,333,67.4
297,71.0,333,67.4,266,74.0
509,50.2
509,50.2,356,65.2
509,50.2,356,65.2,232,77.3
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,464,54.6
776,24.099999999999994
776,24.099999999999994,768,24.900000000000006
776,24.099999999999994,768,24.900000000000006,765,25.200000000000003
774,24.299999999999997
774,24.299999999999997,775,24.200000000000003
774,24.299999999999997,775,24.200000000000003,763,25.400000000000006
752,26.5
752,26.5,738,27.900000000000006
752,26.5,738,27.900000000000006,744,27.299999999999997
742,27.5
742,27.5,664,35.099999999999994
742,27.5,664,35.099999999999994,528,48.4
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,327,68.0
468,54.3
468,54.3,368,64.0
468,54.3,368,64.0,302,70.5
544,46.8
544,46.8,375,63.3
544,46.8,375,63.3,248,75.8
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
782,23.599999999999994
782,23.599999999999994,762,25.5
782,23.599999999999994,762,25.5,765,25.200000000000003
769,24.799999999999997
769,24.799999999999997,735,28.200000000000003
769,24.799999999999997,735,28.200000000000003,746,27.099999999999994
738,27.900000000000006
738,27.900000000000006,733,28.299999999999997
738,27.900000000000006,733,28.299999999999997,708,30.799999999999997
734,28.299999999999997
734,28.299999999999997,470,54.1
734,28.299999999999997,470,54.1,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
164,84.0
164,84.0,256,75.0
164,84.0,256,75.0,298,70.9
415,59.4
415,59.4,351,65.7
415,59.4,351,65.7,288,71.8
471,54.0
471,54.0,385,62.4
471,54.0,385,62.4,372,63.6
471,54.0
471,54.0,391,61.8
471,54.0,391,61.8,331,67.6
459,55.1
459,55.1,388,62.1
459,55.1,388,62.1,320,68.7
471,54.0
471,54.0,380,62.9
471,54.0,380,62.9,325,68.2
532,48.0
532,48.0,425,58.5
532,48.0,425,58.5,322,68.5
630,38.4
630,38.4,428,58.2
630,38.4,428,58.2,248,75.8
593,42.0
593,42.0,356,65.2
593,42.0,356,65.2,254,75.2
522,49.0
522,49.0,372,63.6
522,49.0,372,63.6,234,77.1
552,46.0
552,46.0,342,66.6
552,46.0,342,66.6,259,74.7
465,54.5
465,54.5,373,63.5
465,54.5,373,63.5,224,78.1
507,50.4
507,50.4,358,65.0
507,50.4,358,65.0,3,99.7
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,no_data,no_data
no_data,no_data
no_data,no_data,no_data,no_data
no_data,no_data,no_data,no_data,763,25.400000000000006
no_data,no_data
no_data,no_data,239,76.6
no_data,no_data,239,76.6,779,23.900000000000006
no_data,no_data
no_data,no_data,194,81.0
no_data,no_data,194,81.0,772,24.5
no_data,no_data
no_data,no_data,361,64.7
